route_id,service_id,trip_id,trip_headsign,direction_id,block_id
L1,46631-__L151-D,4828667,Wambrechies Agrippin,1,
L1,46631-__L154-D,4828725,Wambrechies Agrippin,1,
33,46509-__3301-D,4803489,Tourcoing Einstein,1,
33,46509-__3302-D,4803510,Tourcoing Einstein,1,
33,46509-__3302-D,4803516,Tourcoing Einstein,1,
76,47841-__7601-D,4957903,Lomme St. Philibert,0,
76,47841-__7601-D,4957906,Lille Bayart,1,
76,47841-__7601-D,4957912,Lille Bayart,1,
76,47841-__7601-D,4957921,Lomme St. Philibert,0,
L1,47849-__L101-D,4959299,Wambrechies Agrippin,1,
L1,47849-__L102-D,4959305,Wambrechies Agrippin,1,
L1,47849-__L102-D,4959317,Wambrechies Agrippin,1,
L1,47849-__L102-D,4959320,Wambrechies Agrippin,1,
L1,47849-__L150-D,4959331,Wambrechies Agrippin,1,
L1,47849-__L150-D,4959343,Wambrechies Agrippin,1,
L1,47849-__L150-D,4959346,Wambrechies Agrippin,1,
L1,47849-__L152-D,4959376,Wambrechies Agrippin,1,
L1,47849-__L153-D,4959400,Wambrechies Agrippin,1,
L1,47849-__L154-D,4959416,Wambrechies Agrippin,1,
76,47839-__7601-LAMJV,4957711,Lille Bayart,1,
76,47839-__7602-LAMJV,4957721,Lomme St. Philibert,0,
76,47839-__7602-LAMJV,4957725,Lomme St. Philibert,0,
76,47839-__7603-LAMJV,4957749,Lomme St. Philibert,0,
76,47839-__7603-LAMJV,4957753,Lomme St. Philibert,0,
76,47839-__7608-LAMJV,4957799,Lomme St. Philibert,0,
76,47839-__7609-LAMJV,4957806,Lille Bayart,1,
L1,47850-__L160-LAMJV,4959572,Wambrechies Agrippin,1,
L1,47850-__L161-LAMJV,4959583,Wambrechies Agrippin,1,
L1,47850-__L161-LAMJV,4959592,Wambrechies Agrippin,1,
L1,47850-__L167-LAMJV,4959662,Wambrechies Agrippin,1,
L1,47850-__L168-LAMJV,4959677,Wambrechies Agrippin,1,
33,46510-__3302-LAMJV,4803529,Tourcoing Einstein,1,
33,46510-__3303-LAMJV,4803550,Tourcoing Einstein,1,
33,46510-__3305-LAMJV,4803563,Tourcoing Einstein,1,
33,46510-__3306-LAMJV,4803578,Tourcoing Einstein,1,
33,46510-__3311-LAMJV,4803612,Tourcoing Einstein,1,
33,46510-__3313-LAMJV,4803626,Tourcoing Einstein,1,
33,46510-__3315-LAMJV,4803642,Tourcoing Einstein,1,
76,46620-__7601-LAMJV,4826412,Lille Bayart,1,
76,46620-__7603-LAMJV,4826452,Lomme St. Philibert,0,
76,46620-__7603-LAMJV,4826462,Lomme St. Philibert,0,
76,46620-__7604-LAMJV,4826468,Lomme St. Philibert,0,
76,46620-__7607-LAMJV,4826496,Lomme St. Philibert,0,
76,46620-__7607-LAMJV,4826498,Lomme St. Philibert,0,
L1,46632-__L150-LAMJV,4828745,Wambrechies Agrippin,1,
L1,46632-__L151-LAMJV,4828757,Wambrechies Agrippin,1,
L1,46632-__L152-LAMJV,4828788,Wambrechies Agrippin,1,
L1,46632-__L155-LAMJV,4828827,Wambrechies Agrippin,1,
L1,46632-__L157-LAMJV,4828863,Wambrechies Agrippin,1,
L1,46632-__L159-LAMJV,4828887,Wambrechies Agrippin,1,
L1,46632-__L159-LAMJV,4828895,Wambrechies Agrippin,1,
L1,46632-__L159-LAMJV,4828898,Wambrechies Agrippin,1,
L1,46632-__L162-LAMJV,4828934,Wambrechies Agrippin,1,
L1,46632-__L165-LAMJV,4828992,Wambrechies Agrippin,1,
L1,46632-__L166-LAMJV,4829009,Wambrechies Agrippin,1,
61R,46979-_61R03-S,4868831,Lomme St. Philibert,0,
904,47385-_90402-S,4890004,Roncq Pied De Boeuf,1,
33,46172-__3305-LAMJV,4769803,Tourcoing Einstein,1,
33,46172-__3305-LAMJV,4769807,Tourcoing Einstein,1,
33,46172-__3305-LAMJV,4769809,Tourcoing Einstein,1,
33,46172-__3306-LAMJV,4769820,Tourcoing Einstein,1,
33,46172-__3307-LAMJV,4769831,Tourcoing Einstein,1,
33,46172-__3308-LAMJV,4769840,Tourcoing Einstein,1,
33,46173-__3303-S,4769891,Tourcoing Einstein,1,
33,46173-__3304-S,4769907,Tourcoing Einstein,1,
33,46173-__3305-S,4769914,Tourcoing Einstein,1,
33,46174-__3302-D,4769958,Tourcoing Einstein,1,
L1,46293-__L151-LAMJV,4783689,Wambrechies Agrippin,1,
L1,46293-__L154-LAMJV,4783755,Wambrechies Agrippin,1,
L1,46293-__L154-LAMJV,4783758,Wambrechies Agrippin,1,
L1,46293-__L155-LAMJV,4783781,Wambrechies Agrippin,1,
L1,46293-__L156-LAMJV,4783802,Wambrechies Agrippin,1,
L1,46293-__L158-LAMJV,4783833,Wambrechies Agrippin,1,
76,46284-__7601-LAMJV,4782503,Lomme St. Philibert,0,
76,46284-__7601-LAMJV,4782505,Lomme St. Philibert,0,
76,46284-__7603-LAMJV,4782550,Lomme St. Philibert,0,
76,46284-__7605-LAMJV,4782557,Lomme St. Philibert,0,
76,46284-__7605-LAMJV,4782567,Lomme St. Philibert,0,
76,46284-__7606-LAMJV,4782580,Lomme St. Philibert,0,
76,46285-__7601-S,4782597,Lomme St. Philibert,0,
76,46285-__7601-S,4782600,Lille Bayart,1,
76,46285-__7602-S,4782628,Lille Bayart,1,
76,46285-__7605-S,4782655,Lomme St. Philibert,0,
L1,46294-__L150-S,4783862,Wambrechies Agrippin,1,
L1,46294-__L150-S,4783867,Wambrechies Agrippin,1,
L1,46294-__L153-S,4783928,Wambrechies Agrippin,1,
L1,46294-__L154-S,4783956,Wambrechies Agrippin,1,
L1,46294-__L155-S,4783980,Wambrechies Agrippin,1,
76,46286-__7601-D,4782681,Lomme St. Philibert,0,
76,46286-__7601-D,4782686,Lille Bayart,1,
76,46286-__7601-D,4782696,Lille Bayart,1,
76,46286-__7601-D,4782698,Lille Bayart,1,
L1,46295-__L151-D,4784084,Wambrechies Agrippin,1,
L1,46295-__L151-D,4784093,Wambrechies Agrippin,1,
L1,46295-__L152-D,4784109,Wambrechies Agrippin,1,
L1,46295-__L153-D,4784126,Wambrechies Agrippin,1,
L1,46295-__L154-D,4784145,Wambrechies Agrippin,1,
L1,46295-__L155-D,4784168,Wambrechies Agrippin,1,
L1,46295-__L156-D,4784193,Wambrechies Agrippin,1,
L1,46295-__L156-D,4784199,Wambrechies Agrippin,1,
L1,46295-__L156-D,4784202,Wambrechies Agrippin,1,
33,47770-__3310-LAMJV,4950004,Leers Nord Belgique Leers Nord Belgique,0,
C12,46527-_C1201-LAMJV,4804883,Roubaix Euroteleport,1,
C12,46527-_C1201-LAMJV,4804885,Roubaix Euroteleport,1,
C12,46527-_C1201-LAMJV,4804887,Roubaix Euroteleport,1,
C12,46527-_C1201-LAMJV,4804888,Hem Eglise Saint Paul,0,
C12,46527-_C1201-LAMJV,4804899,Roubaix Euroteleport,1,
C12,46527-_C1201-LAMJV,4804907,Roubaix Euroteleport,1,
C12,46527-_C1201-LAMJV,4804914,Hem Eglise Saint Paul,0,
76,46618-__7601-S,4826298,Quesnoy Sur Deule Blanche Porte,1,
76,46618-__7603-S,4826327,Quesnoy Sur Deule Blanche Porte,1,
76,46618-__7603-S,4826335,Quesnoy Sur Deule Blanche Porte,1,
76,46618-__7607-S,4826358,Quesnoy Sur Deule Blanche Porte,1,
76,46618-__7609-S,4826378,Quesnoy Sur Deule Blanche Porte,1,
C12,46528-_C1201-S,4804917,Roubaix Euroteleport,1,
C12,46528-_C1201-S,4804918,Hem Eglise Saint Paul,0,
C12,46528-_C1201-S,4804928,Hem Eglise Saint Paul,0,
C12,46528-_C1201-S,4804939,Roubaix Euroteleport,1,
C12,46528-_C1201-S,4804946,Hem Eglise Saint Paul,0,
C12,46528-_C1201-S,4804957,Roubaix Euroteleport,1,
C12,46528-_C1201-S,4804958,Hem Eglise Saint Paul,0,
C12,46528-_C1201-S,4804959,Roubaix Euroteleport,1,
76,47839-__7604-LAMJV,4957765,Quesnoy Sur Deule Blanche Porte,1,
76,47839-__7606-LAMJV,4957777,Quesnoy Sur Deule Blanche Porte,1,
C12,46529-_C1201-LAMJV,4804973,Roubaix Euroteleport,1,
C12,46529-_C1201-LAMJV,4804980,Hem Eglise Saint Paul,0,
C12,46529-_C1201-LAMJV,4804982,Hem Eglise Saint Paul,0,
C12,46529-_C1201-LAMJV,4804986,Hem Eglise Saint Paul,0,
C12,46529-_C1201-LAMJV,4804993,Roubaix Euroteleport,1,
C12,46529-_C1201-LAMJV,4805000,Hem Eglise Saint Paul,0,
C12,46529-_C1201-LAMJV,4805005,Roubaix Euroteleport,1,
C12,46529-_C1201-LAMJV,4805009,Roubaix Euroteleport,1,
76,46620-__7606-LAMJV,4826481,Quesnoy Sur Deule Blanche Porte,1,
67,47821-__6704-S,4956569,Lille Porte De Douai,1,
67,47821-__6702-S,4956561,Lille Porte De Douai,1,
67,47820-__6704-LAMJV,4956532,Lille Porte De Douai,1,
67,47820-__6705-LAMJV,4956533,Vendeville Hameau De L'Europe,0,
67,47519-__6702-D,4898602,Lille Porte De Douai,1,
67,47520-__6701-LAMJV,4898619,Vendeville Hameau De L'Europe,0,
67,47520-__6702-LAMJV,4898625,Lille Porte De Douai,1,
67,47520-__6704-LAMJV,4898635,Vendeville Hameau De L'Europe,0,
67,47520-__6705-LAMJV,4898640,Lille Porte De Douai,1,
67,47520-__6706-LAMJV,4898643,Vendeville Hameau De L'Europe,0,
67,47518-__6705-S,4898579,Vendeville Hameau De L'Europe,0,
67,47518-__6706-S,4898580,Vendeville Hameau De L'Europe,0,
67,47822-__6708-LAMJV,4956611,Lille Porte De Douai,1,
67,47822-__6703-LAMJV,4956601,Vendeville Hameau De L'Europe,0,
67,47822-__6705-LAMJV,4956606,Vendeville Hameau De L'Europe,0,
67,47822-__6706-LAMJV,4956609,Lille Porte De Douai,1,
67,47138-__6701-D,4874983,Lille Porte De Douai,1,
67,47138-__6701-D,4874988,Vendeville Hameau De L'Europe,0,
67,47138-__6702-D,4874994,Vendeville Hameau De L'Europe,0,
C12,46236-_C1201-LAMJV,4773578,Roubaix Euroteleport,1,
C12,46236-_C1201-LAMJV,4773584,Roubaix Euroteleport,1,
C12,46236-_C1201-LAMJV,4773585,Hem Eglise Saint Paul,0,
C12,46236-_C1201-LAMJV,4773598,Roubaix Euroteleport,1,
C12,46236-_C1201-LAMJV,4773601,Hem Eglise Saint Paul,0,
C12,46236-_C1201-LAMJV,4773612,Roubaix Euroteleport,1,
33,46172-__3307-LAMJV,4769834,Leers Nord Belgique Leers Nord Belgique,0,
33,46173-__3304-S,4769898,Leers Nord Belgique Leers Nord Belgique,0,
C12,46237-_C1201-S,4773633,Hem Eglise Saint Paul,0,
C12,46237-_C1201-S,4773634,Roubaix Euroteleport,1,
C12,46237-_C1201-S,4773642,Roubaix Euroteleport,1,
C12,46237-_C1201-S,4773643,Hem Eglise Saint Paul,0,
76,46284-__7605-LAMJV,4782568,Quesnoy Sur Deule Blanche Porte,1,
76,46284-__7606-LAMJV,4782577,Quesnoy Sur Deule Blanche Porte,1,
76,46285-__7601-S,4782598,Quesnoy Sur Deule Blanche Porte,1,
76,46285-__7601-S,4782602,Quesnoy Sur Deule Blanche Porte,1,
76,46285-__7602-S,4782622,Quesnoy Sur Deule Blanche Porte,1,
76,46285-__7602-S,4782630,Quesnoy Sur Deule Blanche Porte,1,
76,46285-__7606-S,4782665,Quesnoy Sur Deule Blanche Porte,1,
76,46285-__7606-S,4782669,Quesnoy Sur Deule Blanche Porte,1,
67,47822-__6712-LAMJV,4956619,Vendeville Hameau De L'Europe,0,
67,47822-__6714-LAMJV,4956622,Lille Porte De Douai,1,
67,47822-__6715-LAMJV,4956623,Vendeville Hameau De L'Europe,0,
67,47822-__6717-LAMJV,4956625,Vendeville Hameau De L'Europe,0,
67,47821-__6718-S,4956591,Vendeville Hameau De L'Europe,0,
67,47820-__6711-LAMJV,4956550,Lille Porte De Douai,1,
67,47820-__6712-LAMJV,4956551,Vendeville Hameau De L'Europe,0,
CO2,47846-_CO201-S,4958723,Lille Chu-Eurasante,1,
CO2,47846-_CO203-S,4958753,Lille Chu-Eurasante,1,
CO2,47846-_CO203-S,4958761,Lille Chu-Eurasante,1,
CO2,47846-_CO204-S,4958783,Perenchies Europe,0,
CO2,47846-_CO204-S,4958788,Lille Chu-Eurasante,1,
CO2,47846-_CO205-S,4958814,Perenchies Europe,0,
CO2,47846-_CO206-S,4958834,Lille Chu-Eurasante,1,
CO2,47846-_CO206-S,4958841,Perenchies Europe,0,
CO2,47846-_CO206-S,4958850,Lille Chu-Eurasante,1,
CO2,47846-_CO207-S,4958856,Perenchies Europe,0,
CO2,47846-_CO207-S,4958857,Lille Chu-Eurasante,1,
CO2,47846-_CO207-S,4958861,Lille Chu-Eurasante,1,
CO2,47846-_CO210-S,4958906,Lille Chu-Eurasante,1,
CO2,46626-_CO202-S,4827541,Lille Chu-Eurasante,1,
CO2,46626-_CO202-S,4827544,Perenchies Europe,0,
CO2,46626-_CO202-S,4827553,Lille Chu-Eurasante,1,
CO2,46626-_CO203-S,4827570,Perenchies Europe,0,
CO2,46626-_CO204-S,4827602,Lille Chu-Eurasante,1,
CO2,46626-_CO206-S,4827652,Lille Chu-Eurasante,1,
CO2,46626-_CO207-S,4827659,Lille Chu-Eurasante,1,
CO2,46626-_CO207-S,4827662,Perenchies Europe,0,
CO2,46626-_CO207-S,4827663,Lille Chu-Eurasante,1,
CO2,46626-_CO207-S,4827671,Lille Chu-Eurasante,1,
CO2,46626-_CO207-S,4827678,Perenchies Europe,0,
CO2,46626-_CO209-S,4827697,Lille Chu-Eurasante,1,
CO2,46626-_CO210-S,4827715,Perenchies Europe,0,
CO2,46627-_CO201-D,4827719,Lille Chu-Eurasante,1,
CO2,46627-_CO201-D,4827722,Perenchies Europe,0,
CO2,46627-_CO201-D,4827738,Perenchies Europe,0,
CO2,46627-_CO203-D,4827769,Perenchies Europe,0,
CO2,46627-_CO203-D,4827785,Perenchies Europe,0,
CO2,46627-_CO204-D,4827804,Lille Chu-Eurasante,1,
CO2,46627-_CO205-D,4827824,Lille Chu-Eurasante,1,
CO2,46627-_CO205-D,4827828,Lille Chu-Eurasante,1,
CO2,47847-_CO202-D,4958940,Lille Chu-Eurasante,1,
CO2,47847-_CO202-D,4958943,Perenchies Europe,0,
CO2,47847-_CO202-D,4958944,Lille Chu-Eurasante,1,
CO2,47847-_CO202-D,4958947,Perenchies Europe,0,
CO2,47847-_CO202-D,4958948,Lille Chu-Eurasante,1,
CO2,47847-_CO203-D,4958960,Lille Chu-Eurasante,1,
CO2,47847-_CO203-D,4958967,Perenchies Europe,0,
CO2,47847-_CO205-D,4959009,Perenchies Europe,0,
CO2,47847-_CO205-D,4959017,Perenchies Europe,0,
CO2,47845-_CO201-LAMJV,4958505,Lille Chu-Eurasante,1,
CO2,47845-_CO203-LAMJV,4958537,Perenchies Europe,0,
CO2,47845-_CO203-LAMJV,4958542,Lille Chu-Eurasante,1,
CO2,47845-_CO204-LAMJV,4958562,Lille Chu-Eurasante,1,
CO2,47845-_CO204-LAMJV,4958577,Perenchies Europe,0,
CO2,47845-_CO205-LAMJV,4958608,Lille Chu-Eurasante,1,
CO2,47845-_CO208-LAMJV,4958646,Perenchies Europe,0,
CO2,47845-_CO208-LAMJV,4958647,Lille Chu-Eurasante,1,
CO2,47845-_CO208-LAMJV,4958650,Perenchies Europe,0,
CO2,47845-_CO208-LAMJV,4958651,Lille Chu-Eurasante,1,
CO2,47845-_CO209-LAMJV,4958673,Perenchies Europe,0,
CO2,47845-_CO210-LAMJV,4958681,Perenchies Europe,0,
CO2,47845-_CO212-LAMJV,4958703,Perenchies Europe,0,
CO2,46628-_CO201-LAMJV,4827837,Perenchies Europe,0,
CO2,46628-_CO201-LAMJV,4827850,Lille Chu-Eurasante,1,
CO2,46628-_CO202-LAMJV,4827864,Perenchies Europe,0,
CO2,46628-_CO203-LAMJV,4827904,Lille Chu-Eurasante,1,
CO2,46628-_CO204-LAMJV,4827930,Perenchies Europe,0,
CO2,46628-_CO205-LAMJV,4827944,Perenchies Europe,0,
CO2,46628-_CO206-LAMJV,4827968,Lille Chu-Eurasante,1,
CO2,46628-_CO208-LAMJV,4828005,Perenchies Europe,0,
CO2,46628-_CO210-LAMJV,4828025,Lille Chu-Eurasante,1,
CO2,46628-_CO210-LAMJV,4828033,Lille Chu-Eurasante,1,
23R,46957-_23R15-S,4868473,Lannoy Pn Lannoy,0,
23R,46958-_23R15-D,4868491,Lannoy Pn Lannoy,0,
CO2,46290-_CO201-LAMJV,4783185,Lille Chu-Eurasante,1,
CO2,46290-_CO201-LAMJV,4783188,Perenchies Europe,0,
CO2,46290-_CO201-LAMJV,4783193,Lille Chu-Eurasante,1,
CO2,46290-_CO201-LAMJV,4783201,Lille Chu-Eurasante,1,
CO2,46290-_CO202-LAMJV,4783208,Perenchies Europe,0,
CO2,46290-_CO202-LAMJV,4783224,Perenchies Europe,0,
CO2,46290-_CO203-LAMJV,4783242,Perenchies Europe,0,
CO2,46290-_CO203-LAMJV,4783243,Lille Chu-Eurasante,1,
CO2,46290-_CO203-LAMJV,4783258,Perenchies Europe,0,
CO2,46290-_CO203-LAMJV,4783262,Perenchies Europe,0,
CO2,46290-_CO204-LAMJV,4783273,Perenchies Europe,0,
CO2,46290-_CO204-LAMJV,4783285,Perenchies Europe,0,
CO2,46290-_CO205-LAMJV,4783293,Lille Chu-Eurasante,1,
CO2,46290-_CO205-LAMJV,4783297,Lille Chu-Eurasante,1,
CO2,46290-_CO205-LAMJV,4783312,Perenchies Europe,0,
CO2,46290-_CO206-LAMJV,4783328,Lille Chu-Eurasante,1,
CO2,46290-_CO207-LAMJV,4783346,Lille Chu-Eurasante,1,
CO2,46290-_CO207-LAMJV,4783354,Lille Chu-Eurasante,1,
CO2,46290-_CO207-LAMJV,4783365,Perenchies Europe,0,
CO2,46291-_CO202-S,4783419,Perenchies Europe,0,
CO2,46291-_CO203-S,4783442,Lille Chu-Eurasante,1,
CO2,46291-_CO205-S,4783480,Perenchies Europe,0,
CO2,46291-_CO205-S,4783485,Lille Chu-Eurasante,1,
CO2,46291-_CO205-S,4783492,Perenchies Europe,0,
CO2,46291-_CO205-S,4783493,Lille Chu-Eurasante,1,
CO2,46291-_CO206-S,4783507,Perenchies Europe,0,
CO2,46291-_CO207-S,4783523,Lille Chu-Eurasante,1,
CO2,46291-_CO208-S,4783534,Lille Chu-Eurasante,1,
CO2,46292-_CO201-D,4783553,Lille Chu-Eurasante,1,
CO2,46292-_CO201-D,4783557,Lille Chu-Eurasante,1,
CO2,46292-_CO202-D,4783583,Perenchies Europe,0,
CO2,46292-_CO203-D,4783593,Perenchies Europe,0,
CO2,46292-_CO204-D,4783625,Perenchies Europe,0,
CO2,46292-_CO205-D,4783652,Lille Chu-Eurasante,1,
ME2,46917-_ME230-LAMJV,4865962,Tourcoing C.H. Dron,1,
ME2,46917-_ME219-LAMJV,4865840,Tourcoing C.H. Dron,1,
ME2,46917-_ME220-LAMJV,4865847,Tourcoing C.H. Dron,1,
ME2,46917-_ME221-LAMJV,4865862,Tourcoing C.H. Dron,1,
ME2,46917-_ME221-LAMJV,4865868,Tourcoing C.H. Dron,1,
ME2,46917-_ME238-LAMJV,4866046,Tourcoing C.H. Dron,1,
ME2,46917-_ME239-LAMJV,4866066,Tourcoing C.H. Dron,1,
ME2,46917-_ME239-LAMJV,4866074,Tourcoing C.H. Dron,1,
ME2,46917-_ME240-LAMJV,4866084,Tourcoing C.H. Dron,1,
ME2,46917-_ME215-LAMJV,4865786,Tourcoing C.H. Dron,1,
ME2,46917-_ME215-LAMJV,4865788,Tourcoing C.H. Dron,1,
ME2,46917-_ME215-LAMJV,4865792,Tourcoing C.H. Dron,1,
ME2,46917-_ME215-LAMJV,4865796,Tourcoing C.H. Dron,1,
ME2,46917-_ME227-LAMJV,4865930,Tourcoing C.H. Dron,1,
ME2,46917-_ME227-LAMJV,4865934,Tourcoing C.H. Dron,1,
ME2,46917-_ME235-LAMJV,4866023,Tourcoing C.H. Dron,1,
ME2,46917-_ME237-LAMJV,4866039,Tourcoing C.H. Dron,1,
ME2,46917-_ME216-LAMJV,4865805,Tourcoing C.H. Dron,1,
ME2,46917-_ME231-LAMJV,4865976,Tourcoing C.H. Dron,1,
ME2,46917-_ME231-LAMJV,4865980,Tourcoing C.H. Dron,1,
ME2,46917-_ME232-LAMJV,4865991,Tourcoing C.H. Dron,1,
L2,47853-__L250-S,4960044,Loos Les Oliveaux,1,
L2,47853-__L251-S,4960061,Loos Les Oliveaux,1,
L2,47853-__L251-S,4960069,Loos Les Oliveaux,1,
L2,47853-__L251-S,4960079,Loos Les Oliveaux,1,
L2,47853-__L252-S,4960087,Loos Les Oliveaux,1,
L2,47853-__L252-S,4960105,Loos Les Oliveaux,1,
L2,47853-__L253-S,4960111,Loos Les Oliveaux,1,
L2,47853-__L254-S,4960133,Loos Les Oliveaux,1,
L2,47853-__L254-S,4960145,Loos Les Oliveaux,1,
L2,47853-__L254-S,4960149,Loos Les Oliveaux,1,
L2,47853-__L255-S,4960161,Loos Les Oliveaux,1,
L2,47853-__L255-S,4960183,Loos Les Oliveaux,1,
L2,46634-__L251-S,4829283,Loos Les Oliveaux,1,
L2,46634-__L252-S,4829297,Loos Les Oliveaux,1,
L2,46634-__L252-S,4829305,Loos Les Oliveaux,1,
L2,46634-__L253-S,4829323,Loos Les Oliveaux,1,
L2,46634-__L254-S,4829363,Loos Les Oliveaux,1,
L2,46634-__L255-S,4829397,Loos Les Oliveaux,1,
L2,46635-__L201-D,4829408,Loos Les Oliveaux,1,
L2,46635-__L201-D,4829412,Loos Les Oliveaux,1,
L2,46635-__L202-D,4829444,Loos Les Oliveaux,1,
L2,46635-__L202-D,4829450,Loos Les Oliveaux,1,
L2,46635-__L250-D,4829455,Loos Les Oliveaux,1,
L2,46635-__L250-D,4829463,Loos Les Oliveaux,1,
L2,47852-__L201-D,4959951,Loos Les Oliveaux,1,
L2,47852-__L202-D,4959983,Loos Les Oliveaux,1,
L2,47852-__L250-D,4959998,Loos Les Oliveaux,1,
L2,47852-__L250-D,4960006,Loos Les Oliveaux,1,
L2,47852-__L250-D,4960018,Loos Les Oliveaux,1,
L2,47851-__L250-LAMJV,4959746,Loos Les Oliveaux,1,
L2,47851-__L252-LAMJV,4959785,Loos Les Oliveaux,1,
L2,47851-__L255-LAMJV,4959833,Loos Les Oliveaux,1,
L2,47851-__L256-LAMJV,4959876,Loos Les Oliveaux,1,
L2,47851-__L257-LAMJV,4959886,Loos Les Oliveaux,1,
L2,46636-__L250-LAMJV,4829482,Loos Les Oliveaux,1,
L2,46636-__L250-LAMJV,4829486,Loos Les Oliveaux,1,
L2,46636-__L250-LAMJV,4829496,Loos Les Oliveaux,1,
L2,46636-__L250-LAMJV,4829504,Loos Les Oliveaux,1,
L2,46636-__L251-LAMJV,4829531,Loos Les Oliveaux,1,
L2,46636-__L253-LAMJV,4829579,Loos Les Oliveaux,1,
L2,46636-__L253-LAMJV,4829581,Loos Les Oliveaux,1,
L2,46636-__L253-LAMJV,4829585,Loos Les Oliveaux,1,
L2,46636-__L254-LAMJV,4829593,Loos Les Oliveaux,1,
L2,46636-__L255-LAMJV,4829615,Loos Les Oliveaux,1,
L2,46636-__L256-LAMJV,4829647,Loos Les Oliveaux,1,
L2,46636-__L256-LAMJV,4829659,Loos Les Oliveaux,1,
L2,46636-__L257-LAMJV,4829678,Loos Les Oliveaux,1,
ME2,46917-_ME212-LAMJV,4865767,Tourcoing C.H. Dron,1,
ME2,46917-_ME213-LAMJV,4865777,Tourcoing C.H. Dron,1,
66,47493-__6610-S,4896610,Forest Sur Marque Eglise,0,
66,47493-__6618-S,4896640,Forest Sur Marque Eglise,0,
66,47493-__6618-S,4896644,Forest Sur Marque Eglise,0,
ME2,46565-_ME201-S,4814142,Tourcoing C.H. Dron,1,
ME2,46565-_ME201-S,4814146,Tourcoing C.H. Dron,1,
ME2,46565-_ME206-S,4814254,Tourcoing C.H. Dron,1,
ME2,46565-_ME206-S,4814256,Tourcoing C.H. Dron,1,
ME2,46565-_ME207-S,4814267,Tourcoing C.H. Dron,1,
ME2,46565-_ME209-S,4814301,Tourcoing C.H. Dron,1,
ME2,46565-_ME210-S,4814325,Tourcoing C.H. Dron,1,
ME2,46565-_ME210-S,4814329,Tourcoing C.H. Dron,1,
ME2,46565-_ME211-S,4814332,Tourcoing C.H. Dron,1,
ME2,46565-_ME211-S,4814344,Tourcoing C.H. Dron,1,
ME2,46565-_ME217-S,4814432,Tourcoing C.H. Dron,1,
ME2,46565-_ME218-S,4814466,Tourcoing C.H. Dron,1,
ME2,46565-_ME218-S,4814470,Tourcoing C.H. Dron,1,
ME2,46565-_ME218-S,4814474,Tourcoing C.H. Dron,1,
ME2,46565-_ME219-S,4814482,Tourcoing C.H. Dron,1,
ME2,46565-_ME219-S,4814486,Tourcoing C.H. Dron,1,
ME2,46565-_ME220-S,4814493,Tourcoing C.H. Dron,1,
ME2,46565-_ME220-S,4814495,Tourcoing C.H. Dron,1,
ME2,46565-_ME220-S,4814497,Tourcoing C.H. Dron,1,
ME2,46565-_ME221-S,4814511,Tourcoing C.H. Dron,1,
ME2,46565-_ME221-S,4814519,Tourcoing C.H. Dron,1,
ME2,46565-_ME222-S,4814531,Tourcoing C.H. Dron,1,
ME2,46565-_ME222-S,4814533,Tourcoing C.H. Dron,1,
ME2,46565-_ME223-S,4814539,Tourcoing C.H. Dron,1,
ME2,46565-_ME224-S,4814555,Tourcoing C.H. Dron,1,
ME2,46565-_ME225-S,4814581,Tourcoing C.H. Dron,1,
ME2,46565-_ME225-S,4814585,Tourcoing C.H. Dron,1,
ME2,46565-_ME226-S,4814599,Tourcoing C.H. Dron,1,
ME2,46565-_ME226-S,4814601,Tourcoing C.H. Dron,1,
ME2,46565-_ME227-S,4814608,Tourcoing C.H. Dron,1,
ME2,46565-_ME230-S,4814645,Tourcoing C.H. Dron,1,
ME2,46565-_ME231-S,4814655,Tourcoing C.H. Dron,1,
ME2,46565-_ME231-S,4814661,Tourcoing C.H. Dron,1,
ME2,46565-_ME232-S,4814677,Tourcoing C.H. Dron,1,
ME2,46565-_ME233-S,4814685,Tourcoing C.H. Dron,1,
ME2,46565-_ME235-S,4814709,Tourcoing C.H. Dron,1,
ME2,46565-_ME237-S,4814726,Tourcoing C.H. Dron,1,
ME2,46565-_ME237-S,4814730,Tourcoing C.H. Dron,1,
ME2,46565-_ME237-S,4814732,Tourcoing C.H. Dron,1,
ME2,46565-_ME237-S,4814736,Tourcoing C.H. Dron,1,
ME2,46565-_ME238-S,4814745,Tourcoing C.H. Dron,1,
ME2,46565-_ME238-S,4814747,Tourcoing C.H. Dron,1,
ME2,46565-_ME242-S,4814797,Tourcoing C.H. Dron,1,
ME2,46565-_ME244-S,4814824,Tourcoing C.H. Dron,1,
ME2,46565-_ME245-S,4814831,Tourcoing C.H. Dron,1,
ME2,46565-_ME247-S,4814847,Tourcoing C.H. Dron,1,
ME2,46565-_ME247-S,4814853,Tourcoing C.H. Dron,1,
ME2,46565-_ME248-S,4814865,Tourcoing C.H. Dron,1,
ME2,46565-_ME255-S,4814917,Tourcoing C.H. Dron,1,
ME2,46565-_ME256-S,4814924,Tourcoing C.H. Dron,1,
ME2,46917-_ME273-LAMJV,4866302,Tourcoing C.H. Dron,1,
ME2,46917-_ME275-LAMJV,4866308,Tourcoing C.H. Dron,1,
ME2,46917-_ME282-LAMJV,4866371,Tourcoing C.H. Dron,1,
ME2,46917-_ME287-LAMJV,4866411,Tourcoing C.H. Dron,1,
ME2,46917-_ME287-LAMJV,4866413,Tourcoing C.H. Dron,1,
