route_id,service_id,trip_id,trip_headsign,direction_id,block_id
945,47205-_94540-LAMJV,4876152,Wattrelos College Saint Joseph,1,
945,47205-_94561-LJV,4876164,Leers Coeur De Ville,0,
945,47205-_94559-A,4876163,Leers Coeur De Ville,0,
945,47206-_94561-LAJV,4876176,Leers Coeur De Ville,0,
236,47862-_2367*-LAJV,4961365,Aubers Eglise,0,
945,47205-_94553-LAJV,4876160,Hem Mesanges,0,
945,47205-_94557-A,4876162,Hem Mesanges,0,
N1,47728-__N102-JV,4946766,Villeneuve D Ascq 4 Cantons Stade,1,
N1,47728-__N108-JV,4946779,Villeneuve D Ascq 4 Cantons Stade,1,
N1,47221-__N151-S,4876723,Villeneuve D Ascq 4 Cantons Stade,1,
N1,47727-__N155-S,4946756,Villeneuve D Ascq 4 Cantons Stade,1,
N1,47727-__N156-S,4946758,Villeneuve D Ascq 4 Cantons Stade,1,
932,47195-_93210-LAMJV,4876090,La Bassee Coll Notre Dame,0,
58,47491-__5806-LAMJV,4896375,Santes Santes Marais,1,
58,47491-__5811-LAMJV,4896382,Santes Santes Marais,1,
58,47491-__5817-LAMJV,4896407,Santes Santes Marais,1,
58,47491-__5818-LAMJV,4896415,Santes Santes Marais,1,
58,47115-__5807-S,4874113,Santes Santes Marais,1,
58,47115-__5808-S,4874118,Santes Santes Marais,1,
58,47115-__5810-S,4874132,Santes Santes Marais,1,
58,47117-__5809-LAMJV,4874198,Santes Santes Marais,1,
58,47117-__5809-LAMJV,4874200,Santes Santes Marais,1,
58,47117-__5810-LAMJV,4874202,Santes Santes Marais,1,
58,47117-__5812-LAMJV,4874208,Santes Santes Marais,1,
58,47117-__5813-LAMJV,4874210,Santes Santes Marais,1,
58,47117-__5813-LAMJV,4874214,Santes Santes Marais,1,
58,47117-__5814-LAMJV,4874215,Santes Santes Marais,1,
58,47116-__5804-D,4874150,Santes Santes Marais,1,
58,47116-__5805-D,4874156,Santes Santes Marais,1,
86,47352-__8610-LAMJV,4887769,Comines Comines Gare,1,
86,47757-__8654-LAMJV,4948223,Comines Comines Gare,1,
86,47757-__8661-LAMJV,4948274,Comines Comines Gare,1,
86,47573-__8655-LAMJV,4905195,Comines Comines Gare,1,
86,47573-__8655-LAMJV,4905199,Comines Comines Gare,1,
86,47573-__8656-LAMJV,4905203,Comines Comines Gare,1,
86,47573-__8652-LAMJV,4905185,Comines Comines Gare,1,
86,47574-__8619-S,4905333,Comines Comines Gare,1,
86,47352-__8616-LAMJV,4887789,Comines Comines Gare,1,
26R,46965-_26R03-LAMJV,4868656,Baisieux Gare,0,
64R,46988-_64R03-D,4868929,La Bassee Gare,0,
64R,46988-_64R08-D,4868934,La Bassee Gare,0,
64R,46987-_64R08-S,4868925,La Bassee Gare,0,
26R,46967-_26R01-D,4868678,Baisieux Gare,0,
236,47862-_23620-LAMJV,4961334,La Bassee Gare,0,
236,47862-_23640-LAMJV,4961345,La Bassee Gare,0,
61,47120-__6109-LAMJV,4874260,La Bassee Gare,1,
61,47120-__6113-LAMJV,4874264,La Bassee Gare,1,
61,47121-__6115-S,4874291,La Bassee Gare,1,
61,47121-__6121-S,4874297,La Bassee Gare,1,
61,47122-__6101-LAMJV,4874302,La Bassee Gare,1,
61,47122-__6107-LAMJV,4874308,La Bassee Gare,1,
61,47122-__6109-LAMJV,4874310,La Bassee Gare,1,
61,47122-__6113-LAMJV,4874314,La Bassee Gare,1,
86,47757-__8606-LAMJV,4948170,Lille Lille Europe,0,
86,47757-__8651-LAMJV,4948212,Lille Lille Europe,0,
86,47573-__8609-LAMJV,4905150,Lille Lille Europe,0,
86,47573-__8658-LAMJV,4905214,Lille Lille Europe,0,
86,47573-__8601-LAMJV,4905107,Lille Lille Europe,0,
86,47573-__8605-LAMJV,4905124,Lille Lille Europe,0,
86,47573-__8614-LAMJV,4905162,Lille Lille Europe,0,
86,47573-__8615-LAMJV,4905166,Lille Lille Europe,0,
86,47574-__8603-S,4905243,Lille Lille Europe,0,
86,47574-__8606-S,4905255,Lille Lille Europe,0,
86,47574-__8608-S,4905265,Lille Lille Europe,0,
86,47574-__8611-S,4905298,Lille Lille Europe,0,
86,47574-__8621-S,4905338,Lille Lille Europe,0,
55,47110-__5503-LAMJV,4873793,Seclin Le Riez,0,
55,47110-__5503-LAMJV,4873796,Seclin Le Riez,0,
55,47110-__5512-LAMJV,4873829,Seclin Le Riez,0,
55,47110-__5514-LAMJV,4873838,Seclin Le Riez,0,
55,47110-__5515-LAMJV,4873839,Seclin Le Riez,0,
55,47110-__5517-LAMJV,4873854,Seclin Le Riez,0,
945,47205-_94551-LAJV,4876159,Toufflers Place,0,
945,47206-_94551-LAJV,4876174,Toufflers Place,0,
55,47111-__5502-S,4873876,Seclin Le Riez,0,
55,47113-__5504-LAMJV,4873963,Seclin Le Riez,0,
55,47113-__5507-LAMJV,4873973,Seclin Le Riez,0,
55,47113-__5515-LAMJV,4874007,Seclin Le Riez,0,
55,47112-__5501-D,4873932,Seclin Le Riez,0,
64R,46988-_64R07-D,4868933,Lomme St. Philibert,1,
64R,46988-_64R09-D,4868935,Lomme St. Philibert,1,
64R,46987-_64R09-S,4868926,Lomme St. Philibert,1,
61,47120-__6102-LAMJV,4874253,Lomme St. Philibert,0,
61,47120-__6120-LAMJV,4874271,Lomme St. Philibert,0,
967,47860-_96703-LAJV,4961326,Hem Blanchisserie,1,
61,47121-__6118-S,4874294,Lomme St. Philibert,0,
61,47122-__6118-LAMJV,4874319,Lomme St. Philibert,0,
61,47122-__6120-LAMJV,4874321,Lomme St. Philibert,0,
61,47122-__6122-LAMJV,4874323,Lomme St. Philibert,0,
967,47860-_96702-M,4961322,Hem Blanchisserie,1,
C10,47390-_C1002-LAMJV,4890236,Marcq En Baroeul Pave Strategique,0,
C10,47390-_C1002-LAMJV,4890238,Marcq En Baroeul Pave Strategique,0,
C10,47390-_C1003-LAMJV,4890258,Marcq En Baroeul Pave Strategique,0,
C10,47390-_C1003-LAMJV,4890261,Marcq En Baroeul Pave Strategique,1,
C10,47390-_C1003-LAMJV,4890265,Marcq En Baroeul Pave Strategique,1,
C10,47390-_C1003-LAMJV,4890266,Marcq En Baroeul Pave Strategique,0,
C10,47390-_C1003-LAMJV,4890268,Marcq En Baroeul Pave Strategique,0,
C10,47391-_C1001-S,4890273,Marcq En Baroeul Pave Strategique,0,
C10,47391-_C1001-S,4890277,Marcq En Baroeul Pave Strategique,0,
C10,47391-_C1001-S,4890278,Marcq En Baroeul Pave Strategique,1,
C10,47391-_C1001-S,4890288,Marcq En Baroeul Pave Strategique,1,
C10,47391-_C1002-S,4890304,Marcq En Baroeul Pave Strategique,0,
C10,47391-_C1002-S,4890305,Marcq En Baroeul Pave Strategique,1,
C10,47392-_C1001-LAMJV,4890333,Marcq En Baroeul Pave Strategique,0,
C10,47392-_C1001-LAMJV,4890345,Marcq En Baroeul Pave Strategique,0,
C10,47392-_C1002-LAMJV,4890361,Marcq En Baroeul Pave Strategique,1,
C10,47392-_C1002-LAMJV,4890362,Marcq En Baroeul Pave Strategique,0,
C10,47392-_C1003-LAMJV,4890372,Marcq En Baroeul Pave Strategique,0,
C10,47392-_C1003-LAMJV,4890381,Marcq En Baroeul Pave Strategique,1,
73,47523-__7303-S,4898690,Villeneuve D Ascq Pont De Bois,0,
N1,47726-__N101-JV,4946729,Lille Porte De Douai,0,
N1,47726-__N109-JV,4946744,Lille Porte De Douai,0,
N1,47728-__N101-JV,4946765,Lille Porte De Douai,0,
N1,47728-__N104-JV,4946771,Lille Porte De Douai,0,
N1,47728-__N105-JV,4946773,Lille Porte De Douai,0,
N1,47221-__N159-S,4876738,Lille Porte De Douai,0,
C10,46151-_C1002-S,4768209,Marcq En Baroeul Pave Strategique,0,
C10,46151-_C1003-S,4768237,Marcq En Baroeul Pave Strategique,0,
C10,46150-_C1001-LAMJV,4768130,Marcq En Baroeul Pave Strategique,0,
C10,46150-_C1001-LAMJV,4768133,Marcq En Baroeul Pave Strategique,1,
C10,46150-_C1001-LAMJV,4768137,Marcq En Baroeul Pave Strategique,1,
C10,46150-_C1001-LAMJV,4768138,Marcq En Baroeul Pave Strategique,0,
C10,46150-_C1002-LAMJV,4768158,Marcq En Baroeul Pave Strategique,1,
C10,46150-_C1002-LAMJV,4768165,Marcq En Baroeul Pave Strategique,0,
C10,46150-_C1003-LAMJV,4768180,Marcq En Baroeul Pave Strategique,1,
C10,46150-_C1003-LAMJV,4768183,Marcq En Baroeul Pave Strategique,0,
C10,46150-_C1003-LAMJV,4768185,Marcq En Baroeul Pave Strategique,0,
86,47757-__8609-LAMJV,4948185,Linselles Cimetiere,1,
86,47573-__8660-LAMJV,4905223,Linselles Cimetiere,1,
26R,46967-_26R11-D,4868688,Willems Baraques,1,
55,47110-__5503-LAMJV,4873798,Lille Chu-Eurasante,1,
55,47110-__5504-LAMJV,4873801,Lille Chu-Eurasante,1,
55,47110-__5513-LAMJV,4873834,Lille Chu-Eurasante,1,
55,47110-__5516-LAMJV,4873849,Lille Chu-Eurasante,1,
55,47110-__5520-LAMJV,4873872,Lille Chu-Eurasante,1,
58,47491-__5814-LAMJV,4896392,Loos Eurasante Epi De Soil,0,
58,47491-__5817-LAMJV,4896410,Loos Eurasante Epi De Soil,0,
58,47115-__5804-S,4874098,Loos Eurasante Epi De Soil,0,
58,47115-__5805-S,4874104,Loos Eurasante Epi De Soil,0,
58,47115-__5807-S,4874108,Loos Eurasante Epi De Soil,0,
58,47115-__5807-S,4874110,Loos Eurasante Epi De Soil,0,
58,47115-__5809-S,4874124,Loos Eurasante Epi De Soil,0,
58,47115-__5810-S,4874127,Loos Eurasante Epi De Soil,0,
55,47113-__5504-LAMJV,4873964,Lille Chu-Eurasante,1,
55,47113-__5507-LAMJV,4873972,Lille Chu-Eurasante,1,
55,47113-__5509-LAMJV,4873990,Lille Chu-Eurasante,1,
55,47113-__5510-LAMJV,4873993,Lille Chu-Eurasante,1,
55,47113-__5511-LAMJV,4873995,Lille Chu-Eurasante,1,
58,47117-__5802-LAMJV,4874167,Loos Eurasante Epi De Soil,0,
58,47117-__5805-LAMJV,4874183,Loos Eurasante Epi De Soil,0,
58,47117-__5809-LAMJV,4874201,Loos Eurasante Epi De Soil,0,
58,47117-__5812-LAMJV,4874205,Loos Eurasante Epi De Soil,0,
55,47112-__5502-D,4873935,Lille Chu-Eurasante,1,
55,47112-__5504-D,4873943,Lille Chu-Eurasante,1,
58,47116-__5801-D,4874139,Loos Eurasante Epi De Soil,0,
58,47116-__5806-D,4874157,Loos Eurasante Epi De Soil,0,
35,46515-__3512-LAMJV,4804138,Leers Coeur De Ville,1,
908,47747-_90801-LAMJV,4948071,Marquette Lez Lille College Debeyre,0,
20R,46947-_20R31-LAMJV,4867881,Lesquin Gare,0,
20R,46947-_20R32-LAMJV,4867882,Lesquin Gare,0,
20R,46947-_20R46-LAMJV,4867896,Sailly Lez Lannoy Tabac,0,
69R,46994-_69R18-LAMJV,4868998,Sainghin En Melantois Cimetiere,1,
69R,46996-_69R02-D,4869038,Sainghin En Melantois Cimetiere,1,
20R,46948-_20R47-LAMJVS,4867963,Sailly Lez Lannoy Tabac,0,
69R,46995-_69R08-S,4869016,Sainghin En Melantois Cimetiere,1,
69R,46995-_69R10-S,4869018,Sainghin En Melantois Cimetiere,1,
69R,46995-_69R20-S,4869028,Sainghin En Melantois Cimetiere,1,
20R,46949-_20R45-D,4868027,Sailly Lez Lannoy Tabac,0,
20R,46949-_20R46-D,4868028,Sailly Lez Lannoy Tabac,0,
922,47741-_92212-LAJV,4947783,Villeneuve D Ascq Flers Bourg,1,
C9,47287-__C901-S,4883350,Mons En Baroeul Fort De Mons,1,
C9,47287-__C901-S,4883352,Mons En Baroeul Fort De Mons,1,
C9,47287-__C901-S,4883370,Mons En Baroeul Fort De Mons,1,
C9,47287-__C902-S,4883400,Mons En Baroeul Fort De Mons,1,
C9,47287-__C903-S,4883436,Mons En Baroeul Fort De Mons,1,
C9,47287-__C903-S,4883442,Mons En Baroeul Fort De Mons,1,
C9,47287-__C903-S,4883444,Mons En Baroeul Fort De Mons,1,
NVL,47805-_NVL02-S,4954879,Lille Rihour,0,
NVL,47805-_NVL03-S,4954895,Lille Rihour,0,
MWR,46551-_MWR01-S,4809701,Mouscron Belgique Gare,0,
MWR,46551-_MWR01-S,4809707,Mouscron Belgique Gare,0,
MWR,46551-_MWR02-S,4809711,Mouscron Belgique Gare,0,
C9,47288-__C901-D,4883474,Mons En Baroeul Fort De Mons,1,
MWR,46552-_MWR01-D,4809732,Mouscron Belgique Gare,0,
MWR,46552-_MWR03-D,4809750,Mouscron Belgique Gare,0,
C9,47801-__C901-LAMJV,4954437,Mons En Baroeul Fort De Mons,1,
C9,47801-__C901-LAMJV,4954443,Mons En Baroeul Fort De Mons,1,
C9,47801-__C903-LAMJV,4954485,Mons En Baroeul Fort De Mons,1,
C9,47801-__C903-LAMJV,4954495,Mons En Baroeul Fort De Mons,1,
C9,47801-__C904-LAMJV,4954525,Mons En Baroeul Fort De Mons,1,
C9,47801-__C905-LAMJV,4954545,Mons En Baroeul Fort De Mons,1,
C9,47801-__C906-LAMJV,4954571,Mons En Baroeul Fort De Mons,1,
NVL,47804-_NVL01-LAMJV,4954789,Lille Rihour,0,
NVL,47804-_NVL01-LAMJV,4954790,Lille Rihour,0,
NVL,47804-_NVL01-LAMJV,4954795,Lille Rihour,0,
NVL,47804-_NVL01-LAMJV,4954799,Lille Rihour,0,
NVL,47804-_NVL02-LAMJV,4954805,Lille Rihour,0,
NVL,47804-_NVL03-LAMJV,4954832,Lille Rihour,0,
MWR,46553-_MWR01-LAMJV,4809768,Mouscron Belgique Gare,0,
MWR,46553-_MWR04-LAMJV,4809783,Mouscron Belgique Gare,0,
C9,47289-__C901-LAMJV,4883502,Mons En Baroeul Fort De Mons,1,
C9,47289-__C903-LAMJV,4883532,Mons En Baroeul Fort De Mons,1,
C9,47289-__C903-LAMJV,4883538,Mons En Baroeul Fort De Mons,1,
C9,47289-__C903-LAMJV,4883540,Mons En Baroeul Fort De Mons,1,
C9,47289-__C903-LAMJV,4883544,Mons En Baroeul Fort De Mons,1,
C9,47289-__C905-LAMJV,4883586,Mons En Baroeul Fort De Mons,1,
C9,47289-__C905-LAMJV,4883590,Mons En Baroeul Fort De Mons,1,
NVL,47302-_NVL01-LAMJV,4884918,Lille Rihour,0,
NVL,47302-_NVL01-LAMJV,4884932,Lille Rihour,0,
NVL,47302-_NVL02-LAMJV,4884939,Lille Rihour,0,
NVL,47302-_NVL02-LAMJV,4884941,Lille Rihour,0,
NVL,47302-_NVL02-LAMJV,4884944,Lille Rihour,0,
NVL,47302-_NVL03-LAMJV,4884962,Lille Rihour,0,
NVL,47302-_NVL03-LAMJV,4884965,Lille Rihour,0,
68,47141-__6805-S,4875072,Villeneuve D Ascq 4 Cantons Stade,0,
68,47141-__6801-S,4875059,Villeneuve D Ascq 4 Cantons Stade,0,
68,47141-__6804-S,4875068,Villeneuve D Ascq 4 Cantons Stade,0,
74R,47003-_74R01-D,4869163,Armentieres Hotel De Ville,1,
74R,47001-_74R05-LAMJV,4869139,Armentieres Hotel De Ville,1,
74R,47002-_74R09-S,4869157,Armentieres Hotel De Ville,1,
68,47140-__6801-LAMJV,4875036,Villeneuve D Ascq 4 Cantons Stade,0,
68,47140-__6801-LAMJV,4875040,Villeneuve D Ascq 4 Cantons Stade,0,
68,47140-__6804-LAMJV,4875049,Villeneuve D Ascq 4 Cantons Stade,0,
68,47146-__6801-LAMJV,4875178,Villeneuve D Ascq 4 Cantons Stade,0,
68,47146-__6801-LAMJV,4875183,Villeneuve D Ascq 4 Cantons Stade,0,
68,47146-__6805-LAMJV,4875195,Villeneuve D Ascq 4 Cantons Stade,0,
68,47146-__6805-LAMJV,4875196,Villeneuve D Ascq 4 Cantons Stade,0,
922,47741-_92205-M,4947777,Villeneuve D Ascq Chappe,1,
68,47142-__6801-D,4875080,Villeneuve D Ascq 4 Cantons Stade,0,
68,47142-__6801-D,4875082,Villeneuve D Ascq 4 Cantons Stade,0,
68,47142-__6801-D,4875087,Villeneuve D Ascq 4 Cantons Stade,0,
Z8,47241-__Z801-LAMJV,4878582,Villeneuve D Ascq 4 Cantons Stade,0,
Z8,47241-__Z803-LAMJV,4878587,Villeneuve D Ascq 4 Cantons Stade,0,
Z8,47241-__Z805-LAMJV,4878590,Villeneuve D Ascq 4 Cantons Stade,0,
Z8,47241-__Z808-LAMJV,4878594,Villeneuve D Ascq 4 Cantons Stade,0,
Z8,47241-__Z809-LAMJV,4878596,Villeneuve D Ascq 4 Cantons Stade,0,
Z8,47243-__Z802-LAMJV,4878603,Villeneuve D Ascq 4 Cantons Stade,0,
MWR,46184-_MWR01-LAMJV,4770559,Mouscron Belgique Gare,0,
MWR,46185-_MWR01-S,4770593,Mouscron Belgique Gare,0,
C9,46155-__C902-S,4768455,Mons En Baroeul Fort De Mons,1,
C9,46155-__C903-S,4768481,Mons En Baroeul Fort De Mons,1,
NVL,46165-_NVL01-S,4769268,Lille Rihour,0,
NVL,46165-_NVL01-S,4769278,Lille Rihour,0,
NVL,46165-_NVL01-S,4769280,Lille Rihour,0,
NVL,46165-_NVL02-S,4769295,Lille Rihour,0,
NVL,46165-_NVL02-S,4769296,Lille Rihour,0,
NVL,46165-_NVL02-S,4769307,Lille Rihour,0,
NVL,46165-_NVL02-S,4769311,Lille Rihour,0,
C9,46156-__C901-D,4768523,Mons En Baroeul Fort De Mons,1,
C9,46156-__C901-D,4768541,Mons En Baroeul Fort De Mons,1,
C9,46154-__C901-LAMJV,4768303,Mons En Baroeul Fort De Mons,1,
C9,46154-__C901-LAMJV,4768307,Mons En Baroeul Fort De Mons,1,
C9,46154-__C901-LAMJV,4768311,Mons En Baroeul Fort De Mons,1,
C9,46154-__C901-LAMJV,4768339,Mons En Baroeul Fort De Mons,1,
C9,46154-__C902-LAMJV,4768353,Mons En Baroeul Fort De Mons,1,
C9,46154-__C902-LAMJV,4768371,Mons En Baroeul Fort De Mons,1,
NVL,46164-_NVL01-LAMJV,4769222,Lille Rihour,0,
NVL,46164-_NVL01-LAMJV,4769224,Lille Rihour,0,
NVL,46164-_NVL01-LAMJV,4769226,Lille Rihour,0,
NVL,46164-_NVL02-LAMJV,4769246,Lille Rihour,0,
NVL,46164-_NVL02-LAMJV,4769254,Lille Rihour,0,
NVL,46164-_NVL02-LAMJV,4769264,Lille Rihour,0,
30,47769-__3003-LAMJV,4949872,Wasquehal Jp Sartre,1,
34,47737-__3401-LAMJV,4947621,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3401-LAMJV,4947623,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3401-LAMJV,4947629,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3405-LAMJV,4947658,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3406-LAMJV,4947671,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3408-LAMJV,4947703,Roubaix Euroteleport,1,
34,47737-__3409-LAMJV,4947716,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3409-LAMJV,4947718,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3409-LAMJV,4947722,Villeneuve D Ascq Pont De Bois,0,
34,47737-__3411-LAMJV,4947736,Villeneuve D Ascq Pont De Bois,0,
CITT,47775-CITT01-LAMJV,4950852,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT02-LAMJV,4950870,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT02-LAMJV,4950885,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT03-LAMJV,4950891,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT08-LAMJV,4950968,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT11-LAMJV,4951005,Neuville En Ferrain Prom De Flandre,1,
CITT,47775-CITT12-LAMJV,4951021,Neuville En Ferrain Prom De Flandre,1,
MWR,46550-_MWR01-LAMJV,4809659,Roubaix Euroteleport,1,
MWR,46550-_MWR02-LAMJV,4809664,Roubaix Euroteleport,1,
MWR,46550-_MWR51-LAMJV,4809688,Roubaix Euroteleport,1,
L3,46538-__L369-LAMJV,4806536,Roubaix Euroteleport,0,
L3,46538-__L372-LAMJV,4806583,Roubaix Euroteleport,0,
L3,46538-__L372-LAMJV,4806586,Roubaix Euroteleport,0,
30,46504-__3001-S,4803036,Wasquehal Jp Sartre,1,
30,46504-__3002-S,4803047,Wasquehal Jp Sartre,1,
30,46504-__3003-S,4803068,Wasquehal Jp Sartre,1,
30,46504-__3003-S,4803074,Wasquehal Jp Sartre,1,
30,46504-__3003-S,4803076,Wasquehal Jp Sartre,1,
30,46504-__3003-S,4803080,Wasquehal Jp Sartre,1,
34,46512-__3401-S,4803784,Roubaix Euroteleport,1,
34,46512-__3401-S,4803785,Villeneuve D Ascq Pont De Bois,0,
34,46512-__3402-S,4803796,Roubaix Euroteleport,1,
34,46512-__3402-S,4803797,Villeneuve D Ascq Pont De Bois,0,
34,46512-__3404-S,4803823,Roubaix Euroteleport,1,
34,46512-__3404-S,4803833,Roubaix Euroteleport,1,
34,46512-__3405-S,4803841,Roubaix Euroteleport,1,
34,46512-__3406-S,4803849,Roubaix Euroteleport,1,
34,46512-__3406-S,4803853,Roubaix Euroteleport,1,
34,46512-__3406-S,4803854,Villeneuve D Ascq Pont De Bois,0,
CITT,47773-CITT01-S,4950624,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT02-S,4950653,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT03-S,4950675,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT05-S,4950702,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT05-S,4950705,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT06-S,4950719,Neuville En Ferrain Prom De Flandre,1,
CITT,47773-CITT07-S,4950746,Neuville En Ferrain Prom De Flandre,1,
L3,46539-__L357-S,4806781,Roubaix Euroteleport,0,
L3,46539-__L358-S,4806811,Roubaix Euroteleport,0,
MWR,46551-_MWR01-S,4809696,Roubaix Euroteleport,1,
MWR,46551-_MWR01-S,4809704,Roubaix Euroteleport,1,
MWR,46551-_MWR02-S,4809716,Roubaix Euroteleport,1,
MWR,46551-_MWR03-S,4809720,Roubaix Euroteleport,1,
MWR,46551-_MWR03-S,4809722,Roubaix Euroteleport,1,
30,46505-__3002-D,4803131,Wasquehal Jp Sartre,1,
34,46513-__3401-D,4803865,Roubaix Euroteleport,1,
34,46513-__3401-D,4803867,Roubaix Euroteleport,1,
34,46513-__3402-D,4803881,Villeneuve D Ascq Pont De Bois,0,
34,46513-__3403-D,4803895,Roubaix Euroteleport,1,
34,46513-__3403-D,4803897,Roubaix Euroteleport,1,
34,46513-__3404-D,4803912,Villeneuve D Ascq Pont De Bois,0,
CITT,47774-CITT01-D,4950758,Neuville En Ferrain Prom De Flandre,1,
CITT,47774-CITT03-D,4950814,Neuville En Ferrain Prom De Flandre,1,
CITT,47774-CITT04-D,4950832,Neuville En Ferrain Prom De Flandre,1,
CITT,47774-CITT04-D,4950838,Neuville En Ferrain Prom De Flandre,1,
L3,46540-__L351-D,4806927,Roubaix Euroteleport,0,
34,46514-__3402-LAMJV,4803939,Roubaix Euroteleport,1,
34,46514-__3405-LAMJV,4803970,Villeneuve D Ascq Pont De Bois,0,
34,46514-__3405-LAMJV,4803972,Villeneuve D Ascq Pont De Bois,0,
34,46514-__3405-LAMJV,4803973,Roubaix Euroteleport,1,
34,46514-__3406-LAMJV,4803980,Roubaix Euroteleport,1,
34,46514-__3408-LAMJV,4804003,Villeneuve D Ascq Pont De Bois,0,
34,46514-__3408-LAMJV,4804006,Roubaix Euroteleport,1,
CITT,47776-CITT01-LAMJV,4951033,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT01-LAMJV,4951036,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT03-LAMJV,4951072,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT03-LAMJV,4951078,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT04-LAMJV,4951108,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT05-LAMJV,4951119,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT05-LAMJV,4951131,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT06-LAMJV,4951141,Neuville En Ferrain Prom De Flandre,1,
CITT,47776-CITT07-LAMJV,4951162,Neuville En Ferrain Prom De Flandre,1,
MWR,46553-_MWR01-LAMJV,4809757,Roubaix Euroteleport,1,
MWR,46553-_MWR51-LAMJV,4809796,Roubaix Euroteleport,1,
CITT,47716-CITT01-D,4945942,Neuville En Ferrain Prom De Flandre,1,
CITT,47716-CITT01-D,4945957,Neuville En Ferrain Prom De Flandre,1,
CITT,47716-CITT03-D,4945986,Neuville En Ferrain Prom De Flandre,1,
ME1,46909-_ME101-S,4857722,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME102-S,4857737,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME103-S,4857744,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME103-S,4857754,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME104-S,4857762,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME104-S,4857772,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME105-S,4857788,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME106-S,4857803,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME107-S,4857816,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME109-S,4857847,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME110-S,4857858,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME110-S,4857868,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME110-S,4857872,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME110-S,4857876,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME110-S,4857890,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME111-S,4857909,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME111-S,4857911,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME111-S,4857915,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME122-S,4858017,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME124-S,4858048,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME124-S,4858052,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME126-S,4858089,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME127-S,4858114,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME128-S,4858135,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME128-S,4858137,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME130-S,4858162,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME130-S,4858180,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME133-S,4858228,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME133-S,4858242,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME133-S,4858246,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME134-S,4858250,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME134-S,4858254,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,46909-_ME134-S,4858262,Villeneuve D Ascq 4 Cantons Stade,1,
